日期,美元／新台幣,人民幣／新台幣,歐元／美元,美元／日幣,英鎊／美元,澳幣／美元,美元／港幣,美元／人民幣,美元／南非幣,紐幣／美元
2014/4/18,30.195,-,1.3814,102.395,1.6792,0.93345,7.7543,6.229,-,-
2014/4/21,30.235,-,1.3819,102.575,1.68045,0.933,7.75375,6.2253,-,-
2014/4/22,30.274,-,1.3793,102.575,1.6793,0.9353,7.75385,6.2376,-,-
2014/4/23,30.29,-,1.3817,102.535,1.68265,0.9274,7.75235,6.2426,-,-
2014/4/24,30.275,-,1.3823,102.325,1.6787,0.9294,7.75375,6.2408,-,-
2014/4/25,30.284,-,1.38315,102.345,1.68065,0.9276,7.75335,6.2548,-,-
2014/4/28,30.265,-,1.3823,102.195,1.6788,0.9284,7.75315,6.2563,-,-
2014/4/29,30.195,-,1.3862,102.495,1.68145,0.9238,7.7529,6.2528,-,-
2014/4/30,30.22,-,1.3804,102.415,1.6819,0.92855,7.75305,6.2656,-,-
2014/5/2,30.179,-,1.386,102.375,1.68875,0.9278,7.75265,6.2601,-,-
2014/5/5,30.136,-,1.3874,101.935,1.6872,0.92655,7.7527,6.2505,-,-
2014/5/6,30.128,-,1.38805,102.035,1.68875,0.9276,7.7526,6.2336,-,-
2014/5/7,30.13,-,1.3923,101.595,1.69785,0.934,7.75185,6.2253,-,-
2014/5/8,30.104,-,1.3917,101.795,1.69605,0.93725,7.75185,6.2308,-,-
2014/5/9,30.09,-,1.3838,101.725,1.69275,0.9357,7.75175,6.2296,-,-
2014/5/12,30.148,-,1.3764,101.985,1.6856,0.9362,7.7516,6.2337,-,-
2014/5/13,30.177,-,1.3759,102.285,1.68785,0.93455,7.75225,6.2392,-,-
2014/5/14,30.185,-,1.37195,102.145,1.68615,0.94075,7.7516,6.2286,-,-
2014/5/15,30.148,-,1.3713,101.855,1.67725,0.93785,7.75165,6.2286,-,-
2014/5/16,30.152,-,1.37085,101.465,1.67865,0.9355,7.75205,6.2316,-,-
2014/5/19,30.13,-,1.37035,101.415,1.6823,0.9349,7.75205,6.2414,-,-
2014/5/20,30.136,-,1.3711,101.525,1.68145,0.9298,7.75185,6.2386,-,-
2014/5/21,30.148,-,1.3707,101.225,1.6837,0.9234,7.75275,6.2387,-,-
2014/5/22,30.13,-,1.36745,101.725,1.6892,0.9268,7.75325,6.2342,-,-
2014/5/23,30.117,-,1.3647,101.735,1.6871,0.9241,7.7536,6.2386,-,-
2014/5/26,30.098,-,1.362,101.895,1.68395,0.92385,7.75375,6.2361,-,-
2014/5/27,30.113,-,1.3653,101.975,1.686,0.92585,7.7535,6.2426,-,-
2014/5/28,30.115,-,1.3632,101.945,1.68115,0.9265,7.7529,6.2585,-,-
2014/5/29,30.05,-,1.3609,101.675,1.67275,0.92825,7.75315,6.2605,-,-
2014/5/30,29.987,-,1.3606,101.595,1.67375,0.93255,7.75295,6.2435,-,-
2014/6/3,30.007,-,1.3604,102.345,1.6745,0.9268,7.75375,6.2471,-,-
2014/6/4,30.034,-,1.3614,102.665,1.67235,0.9268,7.75275,6.2553,-,-
2014/6/5,30.043,-,1.36005,102.525,1.67455,0.9283,7.7529,6.2544,-,-
2014/6/6,30.025,-,1.3658,102.345,1.68115,0.9334,7.75265,6.2516,-,-
2014/6/9,30.005,-,1.3644,102.505,1.6807,0.9349,7.75245,6.2449,-,-
2014/6/10,30,-,1.35885,102.325,1.6808,0.936,7.75155,6.2342,-,-
2014/6/11,29.986,-,1.354,102.275,1.6753,0.9389,7.75225,6.2267,-,-
2014/6/12,29.998,-,1.3543,102.075,1.67965,0.93795,7.75175,6.222,-,-
2014/6/13,30,-,1.35565,101.965,1.69595,0.9419,7.75165,6.2089,-,-
2014/6/16,30.003,-,1.35425,101.765,1.69835,0.94055,7.75155,6.2102,-,-
2014/6/17,30.004,-,1.3559,101.975,1.69715,0.93545,7.75175,6.2334,-,-
2014/6/18,30.008,-,1.3547,102.285,1.6962,0.93335,7.7514,6.2287,-,-
2014/6/19,29.985,-,1.3591,101.905,1.6992,0.94025,7.75085,6.2268,-,-
2014/6/20,29.991,-,1.3629,101.855,1.7048,0.9404,7.75095,6.226,-,-
2014/6/23,29.99,-,1.3611,101.945,1.70405,0.94395,7.75125,6.2165,-,-
2014/6/24,29.977,-,1.3595,101.925,1.7025,0.94255,7.75175,6.2274,-,-
2014/6/25,29.985,-,1.3609,101.885,1.6971,0.9363,7.75145,6.2334,-,-
2014/6/26,29.938,-,1.3633,101.815,1.69845,0.94015,7.75145,6.2325,-,-
2014/6/27,29.903,-,1.3626,101.415,1.70395,0.9435,7.7513,6.2234,-,-
2014/6/30,29.864,-,1.36415,101.305,1.7028,0.94195,7.7509,6.2042,-,-
2014/7/1,29.884,-,1.3684,101.435,1.71045,0.9454,7.75015,6.2024,-,-
2014/7/2,29.862,-,1.3671,101.595,1.71465,0.94545,7.75015,6.212,-,-
2014/7/3,29.867,-,1.36515,101.905,1.71565,0.93765,7.75045,6.21525,-,-
2014/7/4,29.872,-,1.3605,102.025,1.71725,0.93615,7.75075,6.20745,-,-
2014/7/7,29.897,-,1.3583,102.105,1.71415,0.93615,7.75025,6.2066,-,-
2014/7/8,29.901,-,1.3605,101.775,1.713,0.93865,7.75025,6.207,-,-
2014/7/9,29.9,-,1.36165,101.615,1.71325,0.93975,7.75015,6.1972,-,-
2014/7/10,29.888,-,1.3645,101.545,1.71555,0.94005,7.75005,6.1998,-,-
2014/7/11,29.93,-,1.3598,101.275,1.7127,0.9389,7.75005,6.208,-,-
2014/7/14,29.938,-,1.3603,101.415,1.71175,0.9402,7.75005,6.2036,-,-
2014/7/15,29.984,-,1.3619,101.595,1.7085,0.93925,7.75005,6.2112,-,-
2014/7/16,30.004,-,1.3559,101.755,1.71335,0.93325,7.75115,6.20625,-,-
2014/7/17,29.991,-,1.3525,101.525,1.71405,0.93655,7.7509,6.2052,-,-
2014/7/18,29.984,-,1.35235,101.315,1.71025,0.9363,7.7512,6.20225,-,-
2014/7/21,29.975,-,1.35435,101.195,1.70975,0.9391,7.75155,6.19865,-,-
2014/7/22,29.98,-,1.3524,101.505,1.7078,0.9388,7.7518,6.20725,-,-
2014/7/24,29.987,-,1.3459,101.445,1.70325,0.94505,7.75075,6.1922,-,-
2014/7/25,29.982,-,1.3469,101.78,1.69925,0.9415,7.75025,6.1966,-,-
2014/7/28,29.971,-,1.3429,101.825,1.69795,0.9392,7.75005,6.17055,-,-
2014/7/29,29.948,-,1.34305,101.97,1.69705,0.94005,7.75005,6.18325,-,-
2014/7/30,29.949,-,1.3406,102.105,1.69465,0.93815,7.75005,6.17845,-,-
2014/7/31,29.977,-,1.33965,102.765,1.69235,0.93175,7.75005,6.17255,-,-
2014/8/1,30.021,-,1.3386,102.93,1.6874,0.92915,7.75005,6.173,-,-
2014/8/4,29.985,-,1.34205,102.675,1.68235,0.93175,7.75005,6.1835,-,-
2014/8/5,29.993,-,1.3422,102.485,1.68655,0.93385,7.75005,6.1746,-,-
2014/8/6,29.999,-,1.3366,102.59,1.6868,0.93055,7.75055,6.1698,-,-
2014/8/7,29.999,-,1.3385,102.435,1.68505,0.92715,7.75045,6.1615,-,-
2014/8/8,30.017,-,1.33595,101.825,1.68105,0.92465,7.75175,6.1589,-,-
2014/8/11,29.997,-,1.3399,102.145,1.67785,0.9281,7.75125,6.1534,-,-
2014/8/12,30.003,-,1.3374,102.28,1.67645,0.92615,7.75105,6.1568,-,-
2014/8/13,30.004,-,1.33645,102.29,1.6803,0.92805,7.75125,6.1624,-,-
2014/8/14,29.996,-,1.3363,102.59,1.66845,0.9299,7.7509,6.1537,-,-
2014/8/15,29.977,-,1.33645,102.53,1.6694,0.93265,7.75075,6.1487,-,-
2014/8/18,29.965,-,1.3394,102.33,1.67335,0.9323,7.75075,6.1483,-,-
2014/8/19,29.982,-,1.3357,102.585,1.67195,0.93375,7.7504,6.1371,-,-
2014/8/20,29.987,-,1.3304,103.21,1.66065,0.92915,7.7504,6.1488,-,-
2014/8/21,29.997,-,1.32465,103.865,1.6569,0.9251,7.75045,6.153,-,-
2014/8/22,29.971,-,1.32895,103.735,1.65835,0.9324,7.75015,6.1605,-,-
2014/8/25,29.979,-,1.3208,104.17,1.65635,0.932,7.7504,6.1532,-,-
2014/8/26,29.971,-,1.32015,103.91,1.65875,0.9289,7.75025,6.154,-,-
2014/8/27,29.948,-,1.3158,104.03,1.65485,0.9325,7.75035,6.1484,-,-
2014/8/28,29.888,-,1.3213,103.745,1.66015,0.93625,7.75015,6.1432,-,-
2014/8/29,29.905,-,1.3176,103.805,1.6583,0.9348,7.7502,6.1434,-,-
2014/9/1,29.874,-,1.3127,104.185,1.6602,0.9341,7.75015,6.1423,-,-
2014/9/2,29.912,-,1.3123,104.825,1.65885,0.9297,7.75025,6.1455,-,-
2014/9/3,29.928,-,1.3129,105.065,1.6461,0.9282,7.75035,6.1441,-,-
2014/9/4,29.898,-,1.3145,104.835,1.64555,0.9341,7.75025,6.1355,-,-
2014/9/5,29.935,-,1.2933,105.345,1.63095,0.9338,7.75025,6.1416,-,-
2014/9/9,29.939,-,1.2878,106.25,1.60755,0.9259,7.75025,6.1338,-,-
2014/9/10,29.966,-,1.2925,106.445,1.6114,0.91625,7.7503,6.1315,-,-
2014/9/11,29.984,-,1.291,106.925,1.6202,0.91885,7.7503,6.1316,-,-
2014/9/12,30.008,-,1.2922,107.275,1.62355,0.9061,7.75055,6.1338,-,-
2014/9/15,30.036,-,1.2955,107.27,1.62395,0.89895,7.75085,6.1432,-,-
2014/9/16,30.12,-,1.29405,107.23,1.62175,0.9013,7.75105,6.1537,-,-
2014/9/17,30.122,-,1.29515,107.265,1.6282,0.90655,7.75095,6.1435,-,-
2014/9/18,30.242,-,1.28575,108.825,1.6273,0.8959,7.7514,6.1449,-,-
2014/9/19,30.243,-,1.2913,109.055,1.64575,0.897,7.75115,6.1381,-,-
2014/9/22,30.192,-,1.28635,108.77,1.63545,0.89315,7.75135,6.1388,-,-
2014/9/23,30.237,-,1.285,108.75,1.63805,0.8911,7.7514,6.141,-,-
2014/9/24,30.249,-,1.285,108.575,1.6405,0.88735,7.75145,6.1372,-,-
2014/9/25,30.277,-,1.27645,109.195,1.6324,0.88145,7.7524,6.1361,-,-
2014/9/26,30.3,-,1.2745,109.025,1.63035,0.87545,7.75595,6.1346,-,-
2014/9/29,30.48,-,1.2671,109.66,1.6225,0.87025,7.76185,6.1334,-,-
2014/9/30,30.453,-,1.2692,109.36,1.62605,0.87535,7.7628,6.1467,-,-
2014/10/1,30.48,-,1.2618,109.865,1.61895,0.8678,7.7648,6.138,-,-
2014/10/2,30.414,-,1.2655,108.76,1.62285,0.88045,7.76435,6.1401,-,-
2014/10/3,30.4,-,1.2653,108.83,1.61335,0.8794,7.76235,6.1386,-,-
2014/10/6,30.469,-,1.25185,109.55,1.59845,0.86915,7.7567,6.1376,11.32215,-
2014/10/7,30.445,-,1.26335,108.72,1.60685,0.87765,7.75445,6.1388,11.22705,-
2014/10/8,30.424,-,1.2629,108.485,1.60575,0.87615,7.75685,6.1368,11.24425,-
2014/10/9,30.371,-,1.2744,107.94,1.61815,0.88675,7.75565,6.1332,11.0395,-
2014/10/13,30.397,-,1.26765,107.24,1.61105,0.8731,7.7572,6.1264,11.084,-
2014/10/14,30.415,-,1.2727,107.045,1.60795,0.8797,7.75595,6.1256,11.02895,-
2014/10/15,30.401,-,1.2642,107.245,1.59075,0.87315,7.75635,6.125,11.0609,-
2014/10/16,30.368,-,1.2816,106.16,1.59765,0.87865,7.75735,6.1241,11.0705,-
2014/10/17,30.415,-,1.2803,106.185,1.60785,0.8753,7.7582,6.1248,11.10375,-
2014/10/20,30.396,-,1.27575,107.29,1.61065,0.87725,7.75755,6.1252,11.08535,-
2014/10/21,30.38,-,1.28205,106.375,1.6179,0.8811,7.75805,6.1207,11.01255,-
2014/10/22,30.384,-,1.2723,107.025,1.6119,0.87875,7.75645,6.1197,11.04155,-
2014/10/23,30.395,-,1.2639,107.26,1.6054,0.876,7.75685,6.1195,11.0112,-
2014/10/24,30.403,-,1.2657,108.01,1.60445,0.87755,7.75775,6.1193,10.96705,-
2014/10/27,30.384,-,1.27065,107.95,1.6105,0.8814,7.7571,6.1188,10.9434,-
2014/10/28,30.393,-,1.2701,107.87,1.61275,0.88165,7.7573,6.1143,10.95275,-
2014/10/29,30.368,-,1.2737,108.125,1.6142,0.8869,7.75625,6.1123,10.8612,-
2014/10/30,30.383,-,1.2594,109.11,1.59725,0.8767,7.7557,6.1125,10.9585,-
2014/10/31,30.376,-,1.25745,110.615,1.59765,0.8794,7.75525,6.1103,10.90155,-
2014/11/3,30.485,-,1.2484,112.72,1.59735,0.87385,7.75535,6.1127,11.0815,-
2014/11/4,30.497,-,1.2521,113.42,1.60005,0.87215,7.75375,6.1182,11.0464,-
2014/11/5,30.492,-,1.2559,114,1.60125,0.87365,7.75175,6.1121,11.0487,-
2014/11/6,30.612,-,1.25275,114.155,1.5989,0.86155,7.75245,6.1134,11.1366,-
2014/11/7,30.605,-,1.2377,115.33,1.58255,0.8557,7.75265,6.1179,11.26255,-
2014/11/10,30.561,-,1.24785,114.08,1.59005,0.8669,7.7523,6.1163,11.20125,-
2014/11/11,30.545,-,1.2421,115.245,1.5839,0.8624,7.75395,6.1199,11.28275,-
2014/11/12,30.634,-,1.2469,115.645,1.59125,0.8676,7.75415,6.1275,11.23015,-
2014/11/13,30.623,-,1.2443,115.69,1.57675,0.8688,7.75435,6.1259,11.21215,-
2014/11/14,30.645,-,1.2435,116.17,1.56595,0.8683,7.75515,6.1277,11.2321,-
2014/11/17,30.674,-,1.2545,115.71,1.572,0.8789,7.7548,6.1242,11.0727,-
2014/11/18,30.711,-,1.2469,116.59,1.56495,0.8718,7.75475,6.1247,11.11615,-
2014/11/19,30.786,-,1.2518,117.3,1.56145,0.8666,7.75485,6.1199,11.0531,-
2014/11/20,30.909,-,1.25475,118.665,1.5678,0.85885,7.7559,6.1277,11.07755,-
2014/11/21,30.922,-,1.2553,117.77,1.56945,0.8642,7.75565,6.12125,10.94755,-
2014/11/24,30.916,-,1.23945,117.93,1.5663,0.86875,7.75615,6.12295,10.9364,-
2014/11/25,30.912,-,1.2424,117.925,1.56845,0.86005,7.75645,6.1391,11.0332,-
2014/11/26,30.874,-,1.247,117.82,1.56965,0.8542,7.7552,6.1363,10.96925,-
2014/11/27,30.87,-,1.2506,117.37,1.57865,0.859,7.75395,6.1391,10.95545,-
2014/11/28,30.954,-,1.2449,118.23,1.57105,0.8497,7.75315,6.1455,11.01605,-
2014/12/1,31.039,-,1.2449,118.85,1.56155,0.85075,7.75405,6.1465,11.0645,-
2014/12/2,31.046,-,1.2465,118.48,1.5726,0.85095,7.75515,6.1489,11.0079,-
2014/12/3,31.12,-,1.23785,119.2,1.5644,0.8403,7.75465,6.1512,11.1127,-
2014/12/4,31.141,-,1.2305,119.915,1.56815,0.83975,7.75295,6.15045,11.2226,-
2014/12/5,31.112,-,1.2378,120.025,1.5639,0.8374,7.75155,6.15365,11.2156,-
2014/12/8,31.193,-,1.2291,121.525,1.55645,0.82835,7.75155,6.1669,11.3599,-
2014/12/9,31.227,-,1.2315,120.145,1.5643,0.82405,7.7522,6.1996,11.55225,-
2014/12/10,31.211,-,1.2392,118.945,1.56835,0.83215,7.75225,6.17955,11.4349,-
2014/12/11,31.201,-,1.24505,118.14,1.57115,0.8325,7.75145,6.1726,11.5245,-
2014/12/12,31.31,-,1.23955,118.805,1.57235,0.82755,7.75295,6.1939,11.61725,-
2014/12/15,31.329,-,1.24445,118.68,1.5717,0.8238,7.75295,6.1936,11.574,-
2014/12/16,31.305,-,1.24545,117.4,1.565,0.8223,7.753,6.197,11.71775,-
2014/12/17,31.312,-,1.24895,116.88,1.57235,0.8154,7.75385,6.1951,11.69225,-
2014/12/18,31.404,-,1.23435,118.43,1.55905,0.81345,7.75475,6.21435,11.5969,-
2014/12/19,31.48,-,1.22825,119.3,1.56555,0.81895,7.75355,6.22435,11.5497,-
2014/12/22,31.545,-,1.22395,119.57,1.5642,0.81635,7.75525,6.21675,11.58245,-
2014/12/23,31.669,-,1.22325,120.13,1.55885,0.8117,7.7577,6.22615,11.5771,-
2014/12/24,31.828,-,1.21805,120.36,1.55235,0.81145,7.7593,6.23,11.6518,-
2014/12/25,31.735,-,1.22165,120.48,1.5556,0.8112,7.7608,6.2085,11.64875,-
2014/12/26,31.721,-,1.22165,120.195,1.55575,0.81285,7.7597,6.2087,11.62865,-
2014/12/27,31.709,-,1.21815,120.365,1.55595,0.8108,7.75975,6.21775,11.6,-
2014/12/29,31.743,-,1.21985,120.275,1.55835,0.8139,7.7593,6.21775,11.5966,-
2014/12/30,31.735,-,1.21405,120.455,1.55155,0.81285,7.7579,6.22655,11.624,-
2014/12/31,31.6,-,1.21565,119.695,1.55625,0.81885,7.7567,6.20155,11.56365,-
